explored  time (s)  solution           fval        gap (%)                                         
 5220182   1032.86         2   1.400000e+01   7.149489e+00                                          
 5230182   1034.68         2   1.400000e+01   7.149489e+00                                          
 5240182   1036.51         2   1.400000e+01   7.149489e+00                                          
 5250182   1038.32         2   1.400000e+01   7.149489e+00                                          
 5260182   1040.08         2   1.400000e+01   7.149489e+00                                          
 5270182   1041.87         2   1.400000e+01   7.149489e+00                                          
 5280182   1043.65         2   1.400000e+01   7.149489e+00                                          
 5290182   1045.40         2   1.400000e+01   7.149489e+00                                          
 5300182   1047.10         2   1.400000e+01   7.149489e+00                                          
 5310182   1048.78         2   1.400000e+01   7.149489e+00                                          
 5320182   1050.47         2   1.400000e+01   7.149489e+00                                          
 5330182   1052.11         2   1.400000e+01   7.149489e+00                                          
 5340182   1053.71         2   1.400000e+01   7.149489e+00                                          
 5350182   1055.26         2   1.400000e+01   7.149489e+00                                          
 5360182   1056.72         2   1.400000e+01   7.149489e+00                                          
 5370182   1059.28         2   1.400000e+01   7.149489e+00                                          
 5380182   1061.19         2   1.400000e+01   7.149489e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
 5390182   1063.21         2   1.400000e+01   7.149489e+00                                          
 5400182   1065.12         2   1.400000e+01   7.149489e+00                                          
 5410182   1067.08         2   1.400000e+01   7.149489e+00                                          
 5420182   1069.41         2   1.400000e+01   7.149489e+00                                          
 5430182   1071.39         2   1.400000e+01   7.149489e+00                                          
 5440182   1073.35         2   1.400000e+01   7.149489e+00                                          
 5450182   1075.29         2   1.400000e+01   7.149489e+00                                          
 5460182   1077.19         2   1.400000e+01   7.149489e+00                                          
 5470182   1079.05         2   1.400000e+01   7.149489e+00                                          
 5480182   1080.92         2   1.400000e+01   7.149489e+00                                          
 5490182   1082.73         2   1.400000e+01   7.149489e+00                                          
 5500182   1084.60         2   1.400000e+01   7.149489e+00                                          
 5510182   1086.44         2   1.400000e+01   7.149489e+00                                          
 5520182   1088.28         2   1.400000e+01   7.149489e+00                                          
 5530182   1090.08         2   1.400000e+01   7.149489e+00                                          
 5540182   1091.89         2   1.400000e+01   7.149489e+00                                          
 5550182   1093.67         2   1.400000e+01   7.149489e+00                                          
 5560182   1095.44         2   1.400000e+01   7.149489e+00                                          
 5570182   1097.17         2   1.400000e+01   7.149489e+00                                          
 5580182   1098.89         2   1.400000e+01   7.149489e+00                                          
 5590182   1100.61         2   1.400000e+01   7.149489e+00                                          
 5600182   1102.28         2   1.400000e+01   7.149489e+00                                          
 5610182   1103.91         2   1.400000e+01   7.149489e+00                                          
 5620182   1105.47         2   1.400000e+01   7.149489e+00                                          
 5630182   1107.60         2   1.400000e+01   7.149489e+00                                          
 5640182   1109.47         2   1.400000e+01   7.149489e+00                                          
 5650182   1111.29         2   1.400000e+01   7.149489e+00                                          
 5660182   1113.13         2   1.400000e+01   7.149489e+00                                          
 5670182   1115.10         2   1.400000e+01   7.149489e+00                                          
 5680182   1116.97         2   1.400000e+01   7.149489e+00                                          
 5690182   1118.88         2   1.400000e+01   7.149489e+00                                          
 5700182   1120.78         2   1.400000e+01   7.149489e+00                                          
 5710182   1122.68         2   1.400000e+01   7.149489e+00                                          
 5720182   1124.62         2   1.400000e+01   7.149489e+00                                          
 5730182   1126.53         2   1.400000e+01   7.149489e+00                                          
 5740182   1128.41         2   1.400000e+01   7.149489e+00                                          
 5750182   1130.33         2   1.400000e+01   7.149489e+00                                          
 5760182   1132.26         2   1.400000e+01   7.149489e+00                                          
 5770182   1134.49         2   1.400000e+01   7.149489e+00                                          
 5780182   1136.36         2   1.400000e+01   7.149489e+00                                          
 5790182   1138.22         2   1.400000e+01   7.149489e+00                                          
 5800182   1140.01         2   1.400000e+01   7.149489e+00                                          
 5810182   1141.84         2   1.400000e+01   7.149489e+00                                          
 5820182   1143.60         2   1.400000e+01   7.149489e+00                                          
 5830182   1145.35         2   1.400000e+01   7.149489e+00                                          
 5840182   1147.05         2   1.400000e+01   7.149489e+00                                          
 5850182   1148.73         2   1.400000e+01   7.149489e+00                                          
 5860182   1150.36         2   1.400000e+01   7.149489e+00                                          
 5870182   1151.92         2   1.400000e+01   7.149489e+00                                          
 5880182   1154.19         2   1.400000e+01   7.149489e+00                                          
 5890182   1155.97         2   1.400000e+01   7.149489e+00                                          
 5900182   1157.81         2   1.400000e+01   7.149489e+00                                          
 5910182   1159.65         2   1.400000e+01   7.149489e+00                                          
 5920182   1161.46         2   1.400000e+01   7.149489e+00                                          
 5930182   1163.33         2   1.400000e+01   7.149489e+00                                          
 5940182   1165.16         2   1.400000e+01   7.149489e+00                                          
 5950182   1166.97         2   1.400000e+01   7.149489e+00                                          
 5960182   1168.83         2   1.400000e+01   7.149489e+00                                          
 5970182   1170.65         2   1.400000e+01   7.149489e+00                                          
 5980182   1172.49         2   1.400000e+01   7.149489e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
 5990182   1174.33         2   1.400000e+01   7.149489e+00                                          
 6000182   1176.17         2   1.400000e+01   7.149489e+00                                          
 6010182   1178.00         2   1.400000e+01   7.149489e+00                                          
 6020182   1179.79         2   1.400000e+01   7.149489e+00                                          
 6030182   1181.62         2   1.400000e+01   7.149489e+00                                          
 6040182   1183.41         2   1.400000e+01   7.149489e+00                                          
 6050182   1185.19         2   1.400000e+01   7.149489e+00                                          
 6060182   1186.95         2   1.400000e+01   7.149489e+00                                          
 6070182   1188.72         2   1.400000e+01   7.149489e+00                                          
 6080182   1190.45         2   1.400000e+01   7.149489e+00                                          
 6090182   1192.16         2   1.400000e+01   7.149489e+00                                          
 6100182   1193.85         2   1.400000e+01   7.149489e+00                                          
 6110182   1195.52         2   1.400000e+01   7.149489e+00                                          
 6120182   1197.16         2   1.400000e+01   7.149489e+00                                          
 6130182   1198.79         2   1.400000e+01   7.149489e+00                                          
 6140182   1200.37         2   1.400000e+01   7.149489e+00                                          
 6150182   1201.87         2   1.400000e+01   7.149489e+00                                          
 6160182   1203.44         2   1.400000e+01   7.149489e+00                                          
 6170182   1205.25         2   1.400000e+01   7.149489e+00                                          
 6180182   1207.08         2   1.400000e+01   7.149489e+00                                          
 6190182   1208.86         2   1.400000e+01   7.149489e+00                                          
 6200182   1210.59         2   1.400000e+01   7.149489e+00                                          
 6210182   1212.27         2   1.400000e+01   7.149489e+00                                          
 6220182   1215.14         2   1.400000e+01   7.149489e+00                                          
 6230182   1218.53         2   1.400000e+01   7.149489e+00                                          
 6240182   1222.07         2   1.400000e+01   7.149489e+00                                          
 6250182   1225.56         2   1.400000e+01   7.149489e+00                                          
 6260182   1228.98         2   1.400000e+01   7.149489e+00                                          
 6270182   1232.41         2   1.400000e+01   7.149489e+00                                          
 6280182   1235.72         2   1.400000e+01   7.149489e+00                                          
 6290182   1238.96         2   1.400000e+01   7.149489e+00                                          
 6300182   1241.44         2   1.400000e+01   7.149489e+00                                          
 6310182   1243.71         2   1.400000e+01   7.149489e+00                                          
 6320182   1246.25         2   1.400000e+01   7.149489e+00                                          
 6330182   1248.48         2   1.400000e+01   7.149489e+00                                          
 6340182   1251.05         2   1.400000e+01   7.149489e+00                                          
 6350182   1253.24         2   1.400000e+01   7.149489e+00                                          
 6360182   1255.42         2   1.400000e+01   7.149489e+00                                          
 6370182   1257.89         2   1.400000e+01   7.149489e+00                                          
 6380182   1260.09         2   1.400000e+01   7.149489e+00                                          
 6390182   1262.19         2   1.400000e+01   7.149489e+00                                          
 6400182   1264.28         2   1.400000e+01   7.149489e+00                                          
 6410182   1266.36         2   1.400000e+01   7.149489e+00                                          
 6420182   1268.70         2   1.400000e+01   7.149489e+00                                          
 6430182   1270.74         2   1.400000e+01   7.149489e+00                                          
 6440182   1272.79         2   1.400000e+01   7.149489e+00                                          
 6450182   1274.77         2   1.400000e+01   7.149489e+00                                          
 6460182   1276.72         2   1.400000e+01   7.149489e+00                                          
 6470182   1278.62         2   1.400000e+01   7.149489e+00                                          
 6480182   1280.51         2   1.400000e+01   7.149489e+00                                          
 6490182   1282.36         2   1.400000e+01   7.149489e+00                                          
 6500182   1284.22         2   1.400000e+01   7.149489e+00                                          
 6510182   1286.00         2   1.400000e+01   7.149489e+00                                          
 6520182   1287.73         2   1.400000e+01   7.149489e+00                                          
 6530182   1289.41         2   1.400000e+01   7.149489e+00                                          
 6540182   1290.96         2   1.400000e+01   7.149489e+00                                          
 6550182   1293.70         2   1.400000e+01   7.149489e+00                                          
 6560182   1295.56         2   1.400000e+01   7.149489e+00                                          
 6570182   1297.37         2   1.400000e+01   7.149489e+00                                          
 6580182   1299.27         2   1.400000e+01   7.149489e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
 6590182   1301.08         2   1.400000e+01   7.149489e+00                                          
 6600182   1302.96         2   1.400000e+01   7.149489e+00                                          
 6610182   1304.77         2   1.400000e+01   7.149489e+00                                          
 6620182   1306.61         2   1.400000e+01   7.149489e+00                                          
 6630182   1308.40         2   1.400000e+01   7.149489e+00                                          
 6640182   1310.26         2   1.400000e+01   7.149489e+00                                          
 6650182   1312.07         2   1.400000e+01   7.149489e+00                                          
 6660182   1313.88         2   1.400000e+01   7.149489e+00                                          
 6670182   1315.67         2   1.400000e+01   7.149489e+00                                          
 6680182   1317.46         2   1.400000e+01   7.149489e+00                                          
 6690182   1319.23         2   1.400000e+01   7.149489e+00                                          
 6700182   1320.97         2   1.400000e+01   7.149489e+00                                          
 6710182   1322.69         2   1.400000e+01   7.149489e+00                                          
 6720182   1324.37         2   1.400000e+01   7.149489e+00                                          
 6730182   1326.04         2   1.400000e+01   7.149489e+00                                          
 6740182   1327.65         2   1.400000e+01   7.149489e+00                                          
 6750182   1329.23         2   1.400000e+01   7.149489e+00                                          
 6760182   1330.64         2   1.400000e+01   7.149489e+00                                          
 6770182   1333.22         2   1.400000e+01   7.149489e+00                                          
 6780182   1335.04         2   1.400000e+01   7.149489e+00                                          
 6790182   1336.90         2   1.400000e+01   7.149489e+00                                          
 6800182   1338.74         2   1.400000e+01   7.149489e+00                                          
 6810182   1340.61         2   1.400000e+01   7.149489e+00                                          
 6820182   1342.45         2   1.400000e+01   7.149489e+00                                          
 6830182   1344.28         2   1.400000e+01   7.149489e+00                                          
 6840182   1346.17         2   1.400000e+01   7.149489e+00                                          
 6850182   1347.99         2   1.400000e+01   7.149489e+00                                          
 6860182   1349.82         2   1.400000e+01   7.149489e+00                                          
 6870182   1351.66         2   1.400000e+01   7.149489e+00                                          
 6880182   1353.45         2   1.400000e+01   7.149489e+00                                          
 6890182   1355.23         2   1.400000e+01   7.149489e+00                                          
 6900182   1357.01         2   1.400000e+01   7.149489e+00                                          
 6910182   1358.76         2   1.400000e+01   7.149489e+00                                          
 6920182   1360.47         2   1.400000e+01   7.149489e+00                                          
 6930182   1362.19         2   1.400000e+01   7.149489e+00                                          
 6940182   1363.94         2   1.400000e+01   7.149489e+00                                          
 6950182   1365.62         2   1.400000e+01   7.149489e+00                                          
 6960182   1367.24         2   1.400000e+01   7.149489e+00                                          
 6970182   1368.83         2   1.400000e+01   7.149489e+00                                          
 6980182   1370.35         2   1.400000e+01   7.149489e+00                                          
 6990182   1371.92         2   1.400000e+01   7.149489e+00                                          
 7000182   1374.93         2   1.400000e+01   7.149489e+00                                          
 7010182   1377.37         2   1.400000e+01   7.149489e+00                                          
 7020182   1379.38         2   1.400000e+01   7.149489e+00                                          
 7030182   1381.78         2   1.400000e+01   7.149489e+00                                          
 7040182   1383.79         2   1.400000e+01   7.149489e+00                                          
 7050182   1385.84         2   1.400000e+01   7.149489e+00                                          
 7060182   1387.80         2   1.400000e+01   7.149489e+00                                          
 7070182   1389.79         2   1.400000e+01   7.149489e+00                                          
 7080182   1391.70         2   1.400000e+01   7.149489e+00                                          
 7090182   1393.62         2   1.400000e+01   7.149489e+00                                          
 7100182   1395.54         2   1.400000e+01   7.149489e+00                                          
 7110182   1397.40         2   1.400000e+01   7.149489e+00                                          
 7120182   1399.27         2   1.400000e+01   7.149489e+00                                          
 7130182   1401.14         2   1.400000e+01   7.149489e+00                                          
 7140182   1403.00         2   1.400000e+01   7.149489e+00                                          
 7150182   1404.81         2   1.400000e+01   7.149489e+00                                          
 7160182   1406.65         2   1.400000e+01   7.149489e+00                                          
 7170182   1408.46         2   1.400000e+01   7.149489e+00                                          
 7180182   1410.25         2   1.400000e+01   7.149489e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
 7190182   1412.08         2   1.400000e+01   7.149489e+00                                          
 7200182   1413.86         2   1.400000e+01   7.149489e+00                                          
 7210182   1415.60         2   1.400000e+01   7.149489e+00                                          
 7220182   1417.35         2   1.400000e+01   7.149489e+00                                          
 7230182   1419.17         2   1.400000e+01   7.149489e+00                                          
 7240182   1420.89         2   1.400000e+01   7.149489e+00                                          
 7250182   1422.53         2   1.400000e+01   7.149489e+00                                          
 7260182   1424.15         2   1.400000e+01   7.149489e+00                                          
 7270182   1425.70         2   1.400000e+01   7.149489e+00                                          
 7280182   1427.16         2   1.400000e+01   7.149489e+00                                          
 7290182   1429.49         2   1.400000e+01   7.149489e+00                                          
 7300182   1431.47         2   1.400000e+01   7.149489e+00                                          
 7310182   1433.32         2   1.400000e+01   7.149489e+00                                          
 7320182   1435.34         2   1.400000e+01   7.149489e+00                                          
 7330182   1437.18         2   1.400000e+01   7.149489e+00                                          
 7340182   1439.22         2   1.400000e+01   7.149489e+00                                          
 7350182   1441.11         2   1.400000e+01   7.149489e+00                                          
 7360182   1443.03         2   1.400000e+01   7.149489e+00                                          
 7370182   1445.32         2   1.400000e+01   7.149489e+00                                          
 7380182   1447.24         2   1.400000e+01   7.149489e+00                                          
 7390182   1449.16         2   1.400000e+01   7.149489e+00                                          
 7400182   1450.98         2   1.400000e+01   7.149489e+00                                          
 7410182   1452.84         2   1.400000e+01   7.149489e+00                                          
 7420182   1454.65         2   1.400000e+01   7.149489e+00                                          
 7430182   1456.44         2   1.400000e+01   7.149489e+00                                          
 7440182   1458.21         2   1.400000e+01   7.149489e+00                                          
 7450182   1459.97         2   1.400000e+01   7.149489e+00                                          
 7460182   1461.72         2   1.400000e+01   7.149489e+00                                          
 7470182   1463.42         2   1.400000e+01   7.149489e+00                                          
 7480182   1465.10         2   1.400000e+01   7.149489e+00                                          
 7490182   1466.74         2   1.400000e+01   7.149489e+00                                          
 7500182   1468.32         2   1.400000e+01   7.149489e+00                                          
 7510182   1469.83         2   1.400000e+01   7.149489e+00                                          
 7520182   1472.31         2   1.400000e+01   7.149489e+00                                          
 7530182   1474.04         2   1.400000e+01   7.149489e+00                                          
 7540182   1475.74         2   1.400000e+01   7.149489e+00                                          
 7550182   1477.46         2   1.400000e+01   7.149489e+00                                          
 7560182   1479.19         2   1.400000e+01   7.149489e+00                                          
 7570182   1480.94         2   1.400000e+01   7.149489e+00                                          
 7580182   1482.67         2   1.400000e+01   7.149489e+00                                          
 7590182   1484.38         2   1.400000e+01   7.149489e+00                                          
 7600182   1486.08         2   1.400000e+01   7.149489e+00                                          
 7610182   1487.77         2   1.400000e+01   7.149489e+00                                          
 7620182   1489.39         2   1.400000e+01   7.149489e+00                                          
 7630182   1491.01         2   1.400000e+01   7.149489e+00                                          
 7640182   1492.59         2   1.400000e+01   7.149489e+00                                          
 7650182   1494.07         2   1.400000e+01   7.149489e+00                                          
 7660182   1495.79         2   1.400000e+01   7.149489e+00                                          
 7670182   1497.60         2   1.400000e+01   7.149489e+00                                          
 7680182   1499.38         2   1.400000e+01   7.149489e+00                                          
 7690182   1501.15         2   1.400000e+01   7.149489e+00                                          
 7700182   1502.92         2   1.400000e+01   7.149489e+00                                          
 7710182   1504.66         2   1.400000e+01   7.149489e+00                                          
 7720182   1506.38         2   1.400000e+01   7.149489e+00                                          
 7730182   1508.10         2   1.400000e+01   7.149489e+00                                          
 7740182   1509.81         2   1.400000e+01   7.149489e+00                                          
 7750182   1511.50         2   1.400000e+01   7.149489e+00                                          
 7760182   1513.17         2   1.400000e+01   7.149489e+00                                          
 7770182   1514.83         2   1.400000e+01   7.149489e+00                                          
 7780182   1518.67         2   1.400000e+01   7.149489e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
 7790182   1521.98         2   1.400000e+01   7.149489e+00                                          
 7800182   1525.36         2   1.400000e+01   7.149489e+00                                          
 7810182   1528.61         2   1.400000e+01   7.149489e+00                                          
 7820182   1530.93         2   1.400000e+01   7.149489e+00                                          
 7830182   1533.13         2   1.400000e+01   7.149489e+00                                          
 7840182   1535.60         2   1.400000e+01   7.149489e+00                                          
 7850182   1537.67         2   1.400000e+01   7.149489e+00                                          
 7860182   1540.18         2   1.400000e+01   7.149489e+00                                          
 7870182   1542.31         2   1.400000e+01   7.149489e+00                                          
 7880182   1544.46         2   1.400000e+01   7.149489e+00                                          
 7890182   1546.55         2   1.400000e+01   7.149489e+00                                          
 7900182   1548.95         2   1.400000e+01   7.149489e+00                                          
 7910182   1551.06         2   1.400000e+01   7.149489e+00                                          
 7920182   1553.13         2   1.400000e+01   7.149489e+00                                          
 7930182   1555.14         2   1.400000e+01   7.149489e+00                                          
 7940182   1557.20         2   1.400000e+01   7.149489e+00                                          
 7950182   1559.79         2   1.400000e+01   7.149489e+00                                          
 7960182   1561.74         2   1.400000e+01   7.149489e+00                                          
 7970182   1563.65         2   1.400000e+01   7.149489e+00                                          
 7980182   1565.55         2   1.400000e+01   7.149489e+00                                          
 7990182   1567.45         2   1.400000e+01   7.149489e+00                                          
 8000182   1569.33         2   1.400000e+01   7.149489e+00                                          
 8010182   1571.15         2   1.400000e+01   7.149489e+00                                          
 8020182   1572.99         2   1.400000e+01   7.149489e+00                                          
 8030182   1574.80         2   1.400000e+01   7.149489e+00                                          
 8040182   1576.58         2   1.400000e+01   7.149489e+00                                          
 8050182   1578.34         2   1.400000e+01   7.149489e+00                                          
 8060182   1580.11         2   1.400000e+01   7.149489e+00                                          
 8070182   1581.84         2   1.400000e+01   7.149489e+00                                          
 8080182   1583.54         2   1.400000e+01   7.149489e+00                                          
 8090182   1585.21         2   1.400000e+01   7.149489e+00                                          
 8100182   1586.84         2   1.400000e+01   7.149489e+00                                          
 8110182   1588.44         2   1.400000e+01   7.149489e+00                                          
 8120182   1589.98         2   1.400000e+01   7.149489e+00                                          
 8130182   1591.42         2   1.400000e+01   7.149489e+00                                          
 8140182   1593.99         2   1.400000e+01   7.149489e+00                                          
 8150182   1595.77         2   1.400000e+01   7.149489e+00                                          
 8160182   1597.56         2   1.400000e+01   7.149489e+00                                          
 8170182   1599.34         2   1.400000e+01   7.149489e+00                                          
 8180182   1601.17         2   1.400000e+01   7.149489e+00                                          
 8190182   1602.98         2   1.400000e+01   7.149489e+00                                          
 8200182   1604.80         2   1.400000e+01   7.149489e+00                                          
 8210182   1606.61         2   1.400000e+01   7.149489e+00                                          
 8220182   1608.40         2   1.400000e+01   7.149489e+00                                          
 8230182   1610.24         2   1.400000e+01   7.149489e+00                                          
 8240182   1612.05         2   1.400000e+01   7.149489e+00                                          
 8250182   1613.85         2   1.400000e+01   7.149489e+00                                          
 8260182   1615.64         2   1.400000e+01   7.149489e+00                                          
 8270182   1617.42         2   1.400000e+01   7.149489e+00                                          
 8280182   1619.17         2   1.400000e+01   7.149489e+00                                          
 8290182   1620.93         2   1.400000e+01   7.149489e+00                                          
 8300182   1622.63         2   1.400000e+01   7.149489e+00                                          
 8310182   1624.36         2   1.400000e+01   7.149489e+00                                          
 8320182   1626.08         2   1.400000e+01   7.149489e+00                                          
 8330182   1627.78         2   1.400000e+01   7.149489e+00                                          
 8340182   1629.45         2   1.400000e+01   7.149489e+00                                          
 8350182   1631.10         2   1.400000e+01   7.149489e+00                                          
 8360182   1632.72         2   1.400000e+01   7.149489e+00                                          
 8370182   1634.32         2   1.400000e+01   7.149489e+00                                          
 8380182   1635.88         2   1.400000e+01   7.149489e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
 8390182   1637.39         2   1.400000e+01   7.149489e+00                                          
 8400182   1638.82         2   1.400000e+01   7.149489e+00                                          
 8410182   1641.44         2   1.400000e+01   7.149489e+00                                          
 8420182   1643.38         2   1.400000e+01   7.149489e+00                                          
 8430182   1645.38         2   1.400000e+01   7.149489e+00                                          
 8440182   1647.36         2   1.400000e+01   7.149489e+00                                          
 8450182   1649.65         2   1.400000e+01   7.149489e+00                                          
 8460182   1651.62         2   1.400000e+01   7.149489e+00                                          
 8470182   1653.50         2   1.400000e+01   7.149489e+00                                          
 8480182   1655.42         2   1.400000e+01   7.149489e+00                                          
 8490182   1657.25         2   1.400000e+01   7.149489e+00                                          
 8500182   1659.10         2   1.400000e+01   7.149489e+00                                          
 8510182   1660.94         2   1.400000e+01   7.149489e+00                                          
 8520182   1662.74         2   1.400000e+01   7.149489e+00                                          
 8530182   1664.52         2   1.400000e+01   7.149489e+00                                          
 8540182   1666.29         2   1.400000e+01   7.149489e+00                                          
 8550182   1668.03         2   1.400000e+01   7.149489e+00                                          
 8560182   1669.76         2   1.400000e+01   7.149489e+00                                          
 8570182   1671.46         2   1.400000e+01   7.149489e+00                                          
 8580182   1673.14         2   1.400000e+01   7.149489e+00                                          
 8590182   1674.77         2   1.400000e+01   7.149489e+00                                          
 8600182   1676.36         2   1.400000e+01   7.149489e+00                                          
 8610182   1677.89         2   1.400000e+01   7.149489e+00                                          
 8620182   1680.27         2   1.400000e+01   7.149489e+00                                          
 8630182   1682.04         2   1.400000e+01   7.149489e+00                                          
 8640182   1683.80         2   1.400000e+01   7.149489e+00                                          
 8650182   1685.53         2   1.400000e+01   7.149489e+00                                          
 8660182   1687.28         2   1.400000e+01   7.149489e+00                                          
 8670182   1689.07         2   1.400000e+01   7.149489e+00                                          
 8680182   1690.79         2   1.400000e+01   7.149489e+00                                          
 8690182   1692.50         2   1.400000e+01   7.149489e+00                                          
 8700182   1694.17         2   1.400000e+01   7.149489e+00                                          
 8710182   1695.79         2   1.400000e+01   7.149489e+00                                          
 8720182   1697.40         2   1.400000e+01   7.149489e+00                                          
 8730182   1698.98         2   1.400000e+01   7.149489e+00                                          
 8740182   1700.48         2   1.400000e+01   7.149489e+00                                          
 8750182   1702.05         2   1.400000e+01   7.149489e+00                                          
 8760182   1703.94         2   1.400000e+01   7.149489e+00                                          
 8770182   1705.83         2   1.400000e+01   7.149489e+00                                          
 8780182   1707.73         2   1.400000e+01   7.149489e+00                                          
 8790182   1709.62         2   1.400000e+01   7.149489e+00                                          
 8800182   1711.46         2   1.400000e+01   7.149489e+00                                          
 8810182   1713.31         2   1.400000e+01   7.149489e+00                                          
 8820182   1715.14         2   1.400000e+01   7.149489e+00                                          
 8830182   1716.96         2   1.400000e+01   7.149489e+00                                          
 8840182   1718.76         2   1.400000e+01   7.149489e+00                                          
 8850182   1720.57         2   1.400000e+01   7.149489e+00                                          
 8860182   1722.36         2   1.400000e+01   7.149489e+00                                          
 8870182   1724.14         2   1.400000e+01   7.149489e+00                                          
 8880182   1725.90         2   1.400000e+01   7.149489e+00                                          
 8890182   1727.65         2   1.400000e+01   7.149489e+00                                          
 8900182   1729.40         2   1.400000e+01   7.149489e+00                                          
 8910182   1731.10         2   1.400000e+01   7.149489e+00                                          
 8920182   1732.81         2   1.400000e+01   7.149489e+00                                          
 8930182   1734.50         2   1.400000e+01   7.149489e+00                                          
 8940182   1736.17         2   1.400000e+01   7.149489e+00                                          
 8950182   1737.81         2   1.400000e+01   7.149489e+00                                          
 8960182   1739.38         2   1.400000e+01   7.149489e+00                                          
 8970182   1740.93         2   1.400000e+01   7.149489e+00                                          
 8980182   1743.70         2   1.400000e+01   7.149489e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
 8990182   1745.65         2   1.400000e+01   7.149489e+00                                          
 9000182   1747.63         2   1.400000e+01   7.149489e+00                                          
 9010182   1749.85         2   1.400000e+01   7.149489e+00                                          
 9020182   1751.72         2   1.400000e+01   7.149489e+00                                          
 9030182   1753.70         2   1.400000e+01   7.149489e+00                                          
 9040182   1755.56         2   1.400000e+01   7.149489e+00                                          
 9050182   1757.52         2   1.400000e+01   7.149489e+00                                          
 9060182   1759.44         2   1.400000e+01   7.149489e+00                                          
 9070182   1761.39         2   1.400000e+01   7.149489e+00                                          
 9080182   1763.72         2   1.400000e+01   7.149489e+00                                          
 9090182   1765.67         2   1.400000e+01   7.149489e+00                                          
 9100182   1767.65         2   1.400000e+01   7.149489e+00                                          
 9110182   1769.54         2   1.400000e+01   7.149489e+00                                          
 9120182   1771.46         2   1.400000e+01   7.149489e+00                                          
 9130182   1773.27         2   1.400000e+01   7.149489e+00                                          
 9140182   1775.14         2   1.400000e+01   7.149489e+00                                          
 9150182   1776.96         2   1.400000e+01   7.149489e+00                                          
 9160182   1778.80         2   1.400000e+01   7.149489e+00                                          
 9170182   1780.60         2   1.400000e+01   7.149489e+00                                          
 9180182   1782.44         2   1.400000e+01   7.149489e+00                                          
 9190182   1784.18         2   1.400000e+01   7.149489e+00                                          
 9200182   1785.96         2   1.400000e+01   7.149489e+00                                          
 9210182   1787.71         2   1.400000e+01   7.149489e+00                                          
 9220182   1789.44         2   1.400000e+01   7.149489e+00                                          
 9230182   1791.21         2   1.400000e+01   7.149489e+00                                          
 9240182   1792.92         2   1.400000e+01   7.149489e+00                                          
 9250182   1794.62         2   1.400000e+01   7.149489e+00                                          
 9260182   1796.32         2   1.400000e+01   7.149489e+00                                          
 9270182   1798.04         2   1.400000e+01   7.149489e+00                                          
 9280182   1799.77         2   1.400000e+01   7.149489e+00                                          
 9290182   1801.50         2   1.400000e+01   7.149489e+00                                          
 9300182   1803.15         2   1.400000e+01   7.149489e+00                                          
 9310182   1804.82         2   1.400000e+01   7.149489e+00                                          
 9320182   1806.42         2   1.400000e+01   7.149489e+00                                          
 9330182   1807.93         2   1.400000e+01   7.149489e+00                                          
 9340182   1810.35         2   1.400000e+01   7.149489e+00                                          
 9350182   1812.14         2   1.400000e+01   7.149489e+00                                          
 9360182   1814.00         2   1.400000e+01   7.149489e+00                                          
 9370182   1815.74         2   1.400000e+01   7.149489e+00                                          
 9380182   1817.63         2   1.400000e+01   7.149489e+00                                          
 9390182   1819.47         2   1.400000e+01   7.149489e+00                                          
 9400182   1821.31         2   1.400000e+01   7.149489e+00                                          
 9410182   1823.20         2   1.400000e+01   7.149489e+00                                          
 9420182   1825.06         2   1.400000e+01   7.149489e+00                                          
 9430182   1826.88         2   1.400000e+01   7.149489e+00                                          
 9440182   1828.77         2   1.400000e+01   7.149489e+00                                          
 9450182   1830.60         2   1.400000e+01   7.149489e+00                                          
 9460182   1832.50         2   1.400000e+01   7.149489e+00                                          
 9470182   1834.29         2   1.400000e+01   7.149489e+00                                          
 9480182   1836.16         2   1.400000e+01   7.149489e+00                                          
 9490182   1838.01         2   1.400000e+01   7.149489e+00                                          
 9500182   1839.81         2   1.400000e+01   7.149489e+00                                          
 9510182   1841.69         2   1.400000e+01   7.149489e+00                                          
 9520182   1843.50         2   1.400000e+01   7.149489e+00                                          
 9530182   1845.29         2   1.400000e+01   7.149489e+00                                          
