LP:                Optimal objective value is 1.968750.                                             

Branch and Bound:

   nodes     total   num int        integer       relative                                          
  387099    256.92         1   8.500000e+01   1.176457e-03                                          
  397099    263.80         1   8.500000e+01   1.176457e-03                                          
  407099    270.30         1   8.500000e+01   1.176457e-03                                          
  417099    276.79         1   8.500000e+01   1.176457e-03                                          
  427099    283.22         1   8.500000e+01   1.176457e-03                                          
  437099    289.52         1   8.500000e+01   1.176457e-03                                          
  447099    295.73         1   8.500000e+01   1.176457e-03                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 85, [k, d, n] = [6, 42, 85], x = [ 1.000000e+00 1.000000e+00 1 1.000000e+00 1.000000e+00 2 2 2.000000e+00 1 1 1 1.000000e+00 2.000000e+00 0 0 1 1.000000e+00 1 1.000000e+00 2 2 0 2 1.000000e+00 1 1.000000e+00 1 1 2 2 1.000000e+00 2.000000e+00 1 2.000000e+00 2 2.000000e+00 1.000000e+00 1.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 1.000000e+00 1.000000e+00 2 2.000000e+00 1.000000e+00 0 1.000000e+00 2.000000e+00 1 1 1 2 1.000000e+00 1.000000e+00 2 2 2 2 1 2.000000e+00 1 2]


LP:                Optimal objective value is 84.656250.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
     628      0.45         1   8.700000e+01   1.149412e-03                                          
   10628      7.32         1   8.700000e+01   1.149412e-03                                          
   20628     14.07         1   8.700000e+01   1.149412e-03                                          
   30628     20.81         1   8.700000e+01   1.149412e-03                                          
   40628     27.57         1   8.700000e+01   1.149412e-03                                          
   50628     34.29         1   8.700000e+01   1.149412e-03                                          
   60628     41.07         1   8.700000e+01   1.149412e-03                                          
   70628     48.06         1   8.700000e+01   1.149412e-03                                          
   80628     54.69         1   8.700000e+01   1.149412e-03                                          
   90628     61.29         1   8.700000e+01   1.149412e-03                                          
  100628     67.88         1   8.700000e+01   1.149412e-03                                          
  110628     74.37         1   8.700000e+01   1.149412e-03                                          
  120628     80.84         1   8.700000e+01   1.149412e-03                                          
  130628     87.28         1   8.700000e+01   1.149412e-03                                          
  140628     93.68         1   8.700000e+01   1.149412e-03                                          
  150628    100.01         1   8.700000e+01   1.149412e-03                                          
  160628    106.30         1   8.700000e+01   1.149412e-03                                          
  170628    112.52         1   8.700000e+01   1.149412e-03                                          
  180628    118.67         1   8.700000e+01   1.149412e-03                                          
  190628    124.68         1   8.700000e+01   1.149412e-03                                          
  200628    130.79         1   8.700000e+01   1.149412e-03                                          
  210628    137.29         1   8.700000e+01   1.149412e-03                                          
  220628    143.79         1   8.700000e+01   1.149412e-03                                          
  230628    150.26         1   8.700000e+01   1.149412e-03                                          
  240628    156.61         1   8.700000e+01   1.149412e-03                                          
  250628    163.00         1   8.700000e+01   1.149412e-03                                          
  260628    169.32         1   8.700000e+01   1.149412e-03                                          
  270628    175.66         1   8.700000e+01   1.149412e-03                                          
  280628    181.93         1   8.700000e+01   1.149412e-03                                          
  290628    188.21         1   8.700000e+01   1.149412e-03                                          
  300628    194.42         1   8.700000e+01   1.149412e-03                                          
  310628    200.63         1   8.700000e+01   1.149412e-03                                          
  320628    206.78         1   8.700000e+01   1.149412e-03                                          
  330628    212.91         1   8.700000e+01   1.149412e-03                                          
  340628    219.01         1   8.700000e+01   1.149412e-03                                          
  350628    225.05         1   8.700000e+01   1.149412e-03                                          
  360628    231.02         1   8.700000e+01   1.149412e-03                                          
  370628    236.98         1   8.700000e+01   1.149412e-03                                          
  380628    243.05         1   8.700000e+01   1.149412e-03                                          
  390628    249.30         1   8.700000e+01   1.149412e-03                                          
  400628    255.82         1   8.700000e+01   1.149412e-03                                          
  410628    262.30         1   8.700000e+01   1.149412e-03                                          
  420628    268.68         1   8.700000e+01   1.149412e-03                                          
  430628    275.04         1   8.700000e+01   1.149412e-03                                          
  440628    281.36         1   8.700000e+01   1.149412e-03                                          
  450628    287.62         1   8.700000e+01   1.149412e-03                                          
  460628    293.90         1   8.700000e+01   1.149412e-03                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 87, [k, d, n] = [6, 43, 87], x = [ 2 2 1.000000e+00 1 1 1.000000e+00 2.000000e+00 0 1.000000e+00 1.000000e+00 1 2 2 2 1 2 2.000000e+00 2.000000e+00 2.000000e+00 1.000000e+00 1 2 2 0 1 1 2.000000e+00 1.000000e+00 2.000000e+00 1 2 1 1 2 2.000000e+00 2.000000e+00 2 2 1 1.000000e+00 2 1 0 1.000000e+00 1.000000e+00 1.000000e+00 2 2.000000e+00 2 1.000000e+00 1.000000e+00 1.000000e+00 1 2.000000e+00 1 1.000000e+00 2.000000e+00 0 1 1 2 2 1.000000e+00]


LP:                Optimal objective value is 86.625000.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
    1092      0.79         1   8.800000e+01   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 88, [k, d, n] = [6, 44, 88], x = [ 1.000000e+00 1.000000e+00 2.000000e+00 1.000000e+00 2.000000e+00 2.000000e+00 1.000000e+00 2.000000e+00 1 1.000000e+00 2.000000e+00 1.000000e+00 1.000000e+00 1 2 2.000000e+00 2.000000e+00 1 1.000000e+00 2.000000e+00 2.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 2.000000e+00 0 2.000000e+00 0 2.000000e+00 1.000000e+00 1.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 1.000000e+00 1.000000e+00 2.000000e+00 1 1.000000e+00 0 1.000000e+00 1.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 2.000000e+00 1 1.000000e+00 2.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 2.000000e+00 2.000000e+00 1 2.000000e+00 2]


LP:                Optimal objective value is 88.593750.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
     987      0.67         1   9.300000e+01   2.151590e+00                                          
    5242      3.42         2   9.100000e+01   1.098889e-03                                          
   15242     10.31         2   9.100000e+01   1.098889e-03                                          
   25242     17.10         2   9.100000e+01   1.098889e-03                                          
   35242     23.81         2   9.100000e+01   1.098889e-03                                          
   45242     30.48         2   9.100000e+01   1.098889e-03                                          
   55242     37.18         2   9.100000e+01   1.098889e-03                                          
   65242     44.04         2   9.100000e+01   1.098889e-03                                          
   75242     50.51         2   9.100000e+01   1.098889e-03                                          
   85242     56.97         2   9.100000e+01   1.098889e-03                                          
   95242     63.35         2   9.100000e+01   1.098889e-03                                          
  105242     69.76         2   9.100000e+01   1.098889e-03                                          
  115242     76.13         2   9.100000e+01   1.098889e-03                                          
  125242     82.51         2   9.100000e+01   1.098889e-03                                          
  135242     88.83         2   9.100000e+01   1.098889e-03                                          
  145242     95.16         2   9.100000e+01   1.098889e-03                                          
  155242    101.46         2   9.100000e+01   1.098889e-03                                          
  165242    107.80         2   9.100000e+01   1.098889e-03                                          
  175242    114.01         2   9.100000e+01   1.098889e-03                                          
  185242    120.23         2   9.100000e+01   1.098889e-03                                          
  195242    126.36         2   9.100000e+01   1.098889e-03                                          
  205242    132.55         2   9.100000e+01   1.098889e-03                                          
  215242    138.65         2   9.100000e+01   1.098889e-03                                          
  225242    144.75         2   9.100000e+01   1.098889e-03                                          
  235242    150.77         2   9.100000e+01   1.098889e-03                                          
  245242    156.76         2   9.100000e+01   1.098889e-03                                          
  255242    162.74         2   9.100000e+01   1.098889e-03                                          
  265242    168.62         2   9.100000e+01   1.098889e-03                                          
  275242    174.52         2   9.100000e+01   1.098889e-03                                          
  285242    180.43         2   9.100000e+01   1.098889e-03                                          
  295242    186.22         2   9.100000e+01   1.098889e-03                                          
  305242    191.96         2   9.100000e+01   1.098889e-03                                          
  315242    197.62         2   9.100000e+01   1.098889e-03                                          
  325242    202.97         2   9.100000e+01   1.098889e-03                                          
  335242    208.87         2   9.100000e+01   1.098889e-03                                          
  345242    214.62         2   9.100000e+01   1.098889e-03                                          
  355242    220.74         2   9.100000e+01   1.098889e-03                                          
  365242    227.18         2   9.100000e+01   1.098889e-03                                          
  375242    233.53         2   9.100000e+01   1.098889e-03                                          
  385242    239.90         2   9.100000e+01   1.098889e-03                                          
  395242    246.25         2   9.100000e+01   1.098889e-03                                          
  405242    252.60         2   9.100000e+01   1.098889e-03                                          
  415242    259.05         2   9.100000e+01   1.098889e-03                                          
  425242    265.40         2   9.100000e+01   1.098889e-03                                          
  435242    271.61         2   9.100000e+01   1.098889e-03                                          
  445242    277.85         2   9.100000e+01   1.098889e-03                                          
  455242    284.34         2   9.100000e+01   1.098889e-03                                          
  465242    290.46         2   9.100000e+01   1.098889e-03                                          
  475242    296.56         2   9.100000e+01   1.098889e-03                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 91, [k, d, n] = [6, 45, 91], x = [ 2 1.000000e+00 2 2.000000e+00 1.000000e+00 1 2.000000e+00 1 2 1 1 2 1.000000e+00 2 2.000000e+00 2 1 2 2.000000e+00 2 2 1 0 2.000000e+00 2 1 1 1 2 1 2 1.000000e+00 2 1 1 2 2 2 2 2 2 0 2 1 1 1 1 1 2 2 2 1.000000e+00 1.000000e+00 1 1 2 0 1 2 1 1 1 2]


LP:                Optimal objective value is 90.562500.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.02         0              -              -                                          
   16139     11.25         1   9.200000e+01   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 92, [k, d, n] = [6, 46, 92], x = [ 1 2 2 1 1 1 2 1 2 1 2 1 1 2 2 2 2 2 2 1 2 1 1 1 1 1 2 2 2 1 1 1 1 2 1 0 2 0 1 1 2 2 1 2 2 1 1 2 1 2 2 0 2 1 2 2 2 1 2 2 2 2 1]


LP:                Optimal objective value is 92.531250.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.07         0              -              -                                          
   20000     14.13         0              -              -                                          
   30000     21.17         0              -              -                                          
   40000     28.13         0              -              -                                          
   50000     35.04         0              -              -                                          
   57527     40.12         1   9.400000e+01   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 94, [k, d, n] = [6, 47, 94], x = [ 1 1 2.000000e+00 1.000000e+00 2 1 2 1 1 2 2 2 2 2.000000e+00 2.000000e+00 1 2.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1 2.000000e+00 2.000000e+00 2 1.000000e+00 1.000000e+00 1 1 2.000000e+00 1 1.000000e+00 2 1 1.000000e+00 1.000000e+00 2.000000e+00 2 1 2 2.000000e+00 0 1 2 1 2.000000e+00 2 1.000000e+00 2 1 2 2 2 1.000000e+00 2.000000e+00 2.000000e+00 2 2 1 1.000000e+00 2 2.000000e+00 1]


LP:                Optimal objective value is 94.500000.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
       1      0.03         1   9.500000e+01   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 95, [k, d, n] = [6, 48, 95], x = [ 2 2 2 1 1 1 1 2 1 1 2 1 1 1 2 2 1 2 2 1 1 2 1 2 2 1 2 1 2 2 2 1 2 2 2 2 1 1 2 2 1 1 1 2 1 2 1 2 1 1 2 2 2 2 2 2 1 2 1 1 1 1 1]


LP:                Optimal objective value is 96.468750.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.19         0              -              -                                          
   20000     14.40         0              -              -                                          
   30000     21.39         0              -              -                                          
   40000     28.38         0              -              -                                          
   50000     35.04         0              -              -                                          
   60000     41.89         0              -              -                                          
   70000     48.72         0              -              -                                          
   80000     55.26         0              -              -                                          
   90000     62.15         0              -              -                                          
  100000     68.97         0              -              -                                          
  110000     75.71         0              -              -                                          
  120000     82.38         0              -              -                                          
  130000     89.14         0              -              -                                          
  140000     95.83         0              -              -                                          
  150000    102.38         0              -              -                                          
  160000    108.95         0              -              -                                          
  170000    115.39         0              -              -                                          
  180000    121.59         0              -              -                                          
  190000    127.83         0              -              -                                          
  200000    134.43         0              -              -                                          
  210000    140.59         0              -              -                                          
  220000    146.66         0              -              -                                          
  230000    152.58         0              -              -                                          
  240000    158.36         0              -              -                                          
  250000    164.11         0              -              -                                          
  260000    169.67         0              -              -                                          
  270000    175.14         0              -              -                                          
  280000    180.43         0              -              -                                          
  290000    185.75         0              -              -                                          
  300000    190.93         0              -              -                                          
  310000    195.90         0              -              -                                          
  320000    200.74         0              -              -                                          
  330000    205.44         0              -              -                                          
  340000    209.98         0              -              -                                          
  350000    214.41         0              -              -                                          
  360000    218.54         0              -              -                                          
  370000    222.55         0              -              -                                          
  380000    226.45         0              -              -                                          
  390000    230.21         0              -              -                                          
  400000    233.92         0              -              -                                          
  410000    237.45         0              -              -                                          
  420000    240.97         0              -              -                                          
  430000    244.47         0              -              -                                          
  440000    247.96         0              -              -                                          
  450000    251.52         0              -              -                                          
  460000    254.80         0              -              -                                          
  470000    258.43         0              -              -                                          
  480000    261.96         0              -              -                                          
  490000    265.56         0              -              -                                          
  498036    268.73         1   1.000000e+02   1.000990e+00                                          
  508036    276.67         1   1.000000e+02   1.000990e+00                                          
  518036    283.69         1   1.000000e+02   1.000990e+00                                          
  528036    290.57         1   1.000000e+02   1.000990e+00                                          
  538036    297.37         1   1.000000e+02   1.000990e+00                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 100, [k, d, n] = [6, 49, 100], x = [ 2 0 2 2 2 2 2 2 2 2 1 2 2.000000e+00 2 2 1 2 2 1 2 2.000000e+00 1 1 1 2 2 2 2 2.000000e+00 2.000000e+00 1 2.000000e+00 2 2.000000e+00 2 1 2 2 2 2 0 0 1.000000e+00 1 2 2 2 2 0 1 0 2 2 0 2 2.000000e+00 1.000000e+00 1 2.000000e+00 2 2 2 1.000000e+00]


LP:                Optimal objective value is 98.437500.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.18         0              -              -                                          
   20000     14.32         0              -              -                                          
   30000     21.11         0              -              -                                          
   40000     27.91         0              -              -                                          
   50000     34.74         0              -              -                                          
   60000     41.59         0              -              -                                          
   70000     48.38         0              -              -                                          
   80000     55.15         0              -              -                                          
   90000     61.87         0              -              -                                          
  100000     68.45         0              -              -                                          
  110000     75.33         0              -              -                                          
  119804     81.73         1   1.010000e+02   9.900892e-04                                          
  129804     88.86         1   1.010000e+02   9.900892e-04                                          
  139804     95.36         1   1.010000e+02   9.900892e-04                                          
  149804    101.84         1   1.010000e+02   9.900892e-04                                          
  159804    108.23         1   1.010000e+02   9.900892e-04                                          
  169804    114.66         1   1.010000e+02   9.900892e-04                                          
  179804    121.07         1   1.010000e+02   9.900892e-04                                          
  189804    127.44         1   1.010000e+02   9.900892e-04                                          
  199804    133.86         1   1.010000e+02   9.900892e-04                                          
  209804    140.31         1   1.010000e+02   9.900892e-04                                          
  219804    146.80         1   1.010000e+02   9.900892e-04                                          
  229804    153.19         1   1.010000e+02   9.900892e-04                                          
  239804    159.93         1   1.010000e+02   9.900892e-04                                          
  249804    166.28         1   1.010000e+02   9.900892e-04                                          
  259804    172.65         1   1.010000e+02   9.900892e-04                                          
  269804    178.95         1   1.010000e+02   9.900892e-04                                          
  279804    185.27         1   1.010000e+02   9.900892e-04                                          
  289804    191.66         1   1.010000e+02   9.900892e-04                                          
  299804    197.93         1   1.010000e+02   9.900892e-04                                          
  309804    204.45         1   1.010000e+02   9.900892e-04                                          
  319804    210.76         1   1.010000e+02   9.900892e-04                                          
  329804    217.11         1   1.010000e+02   9.900892e-04                                          
  339804    223.42         1   1.010000e+02   9.900892e-04                                          
  349804    229.73         1   1.010000e+02   9.900892e-04                                          
  359804    235.97         1   1.010000e+02   9.900892e-04                                          
  369804    242.25         1   1.010000e+02   9.900892e-04                                          
  379804    248.51         1   1.010000e+02   9.900892e-04                                          
  389804    254.73         1   1.010000e+02   9.900892e-04                                          
  399804    260.91         1   1.010000e+02   9.900892e-04                                          
  409804    267.12         1   1.010000e+02   9.900892e-04                                          
  419804    273.25         1   1.010000e+02   9.900892e-04                                          
  429804    279.37         1   1.010000e+02   9.900892e-04                                          
  439804    285.39         1   1.010000e+02   9.900892e-04                                          
  449804    291.43         1   1.010000e+02   9.900892e-04                                          
  459804    297.42         1   1.010000e+02   9.900892e-04                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 101, [k, d, n] = [6, 50, 101], x = [ 1 1 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 0 1 1 1 2 2 2 1 1 2 1 2 1 1 2 1 1 1 2 2 2 2 2 1 0 2 1 2 2 2 2 1 2 2 2 1 2 2 2 2]


LP:                Optimal objective value is 100.406250.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.16         0              -              -                                          
   20000     14.32         0              -              -                                          
   30000     21.40         0              -              -                                          
   40000     28.36         0              -              -                                          
   50000     35.19         0              -              -                                          
   60000     41.95         0              -              -                                          
   70000     48.64         0              -              -                                          
   80000     55.36         0              -              -                                          
   90000     61.82         0              -              -                                          
  100000     68.55         0              -              -                                          
  110000     75.05         0              -              -                                          
  114200     77.41         1   1.030000e+02   9.708644e-04                                          
  124200     84.22         1   1.030000e+02   9.708644e-04                                          
  134200     90.62         1   1.030000e+02   9.708644e-04                                          
  144200     96.89         1   1.030000e+02   9.708644e-04                                          
  154200    103.26         1   1.030000e+02   9.708644e-04                                          
  164200    109.57         1   1.030000e+02   9.708644e-04                                          
  174200    115.94         1   1.030000e+02   9.708644e-04                                          
  184200    122.24         1   1.030000e+02   9.708644e-04                                          
  194200    128.64         1   1.030000e+02   9.708644e-04                                          
  204200    134.89         1   1.030000e+02   9.708644e-04                                          
  214200    141.24         1   1.030000e+02   9.708644e-04                                          
  224200    147.51         1   1.030000e+02   9.708644e-04                                          
  234200    153.72         1   1.030000e+02   9.708644e-04                                          
  244200    159.99         1   1.030000e+02   9.708644e-04                                          
  254200    166.15         1   1.030000e+02   9.708644e-04                                          
  264200    172.33         1   1.030000e+02   9.708644e-04                                          
  274200    178.90         1   1.030000e+02   9.708644e-04                                          
  284200    185.03         1   1.030000e+02   9.708644e-04                                          
  294200    191.07         1   1.030000e+02   9.708644e-04                                          
  304200    197.09         1   1.030000e+02   9.708644e-04                                          
  314200    203.05         1   1.030000e+02   9.708644e-04                                          
  324200    208.93         1   1.030000e+02   9.708644e-04                                          
  334200    214.64         1   1.030000e+02   9.708644e-04                                          
  344200    220.46         1   1.030000e+02   9.708644e-04                                          
  354200    226.45         1   1.030000e+02   9.708644e-04                                          
  364200    232.46         1   1.030000e+02   9.708644e-04                                          
  374200    238.99         1   1.030000e+02   9.708644e-04                                          
  384200    245.54         1   1.030000e+02   9.708644e-04                                          
  394200    252.03         1   1.030000e+02   9.708644e-04                                          
  404200    258.62         1   1.030000e+02   9.708644e-04                                          
  414200    265.22         1   1.030000e+02   9.708644e-04                                          
  424200    271.94         1   1.030000e+02   9.708644e-04                                          
  434200    278.26         1   1.030000e+02   9.708644e-04                                          
  444200    284.57         1   1.030000e+02   9.708644e-04                                          
  454200    290.78         1   1.030000e+02   9.708644e-04                                          
  464200    297.02         1   1.030000e+02   9.708644e-04                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 103, [k, d, n] = [6, 51, 103], x = [ 1.000000e+00 1 2 2 2 2.000000e+00 2 1 1 1 1 2 1 1 2 1 1.000000e+00 2 2 2 1 2 2 1 2 2 2 2 2 2 2 2 2.000000e+00 2.000000e+00 2.000000e+00 2 2 2 2 2 1 1.000000e+00 2 2 1 1.000000e+00 1.000000e+00 2 1 1 1 2 2 2 2.000000e+00 2 2 2 2 2 1.000000e+00 2 0]


LP:                Optimal objective value is 102.375000.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
    2639      1.92         1   1.040000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 104, [k, d, n] = [6, 52, 104], x = [ 2 2 2 1 2 2 2 1 1 2 2 2 2 2 2 0 2 1 2 1 2 2 2 2 2 1 1 1 1 2 2 1 2 0 1 1 2 2 1 2 2 1 0 2 2 2 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]


LP:                Optimal objective value is 104.343750.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
    1343      0.90         1   1.090000e+02   1.835763e+00                                          
   11343      7.58         1   1.090000e+02   1.835763e+00                                          
   21343     14.51         1   1.090000e+02   1.835763e+00                                          
   31343     21.33         1   1.090000e+02   1.835763e+00                                          
   41343     28.00         1   1.090000e+02   1.835763e+00                                          
   51343     34.49         1   1.090000e+02   1.835763e+00                                          
   61343     41.01         1   1.090000e+02   1.835763e+00                                          
   71343     47.58         1   1.090000e+02   1.835763e+00                                          
   81343     54.21         1   1.090000e+02   1.835763e+00                                          
   91343     60.68         1   1.090000e+02   1.835763e+00                                          
  101343     67.11         1   1.090000e+02   1.835763e+00                                          
  111343     73.59         1   1.090000e+02   1.835763e+00                                          
  121343     80.09         1   1.090000e+02   1.835763e+00                                          
  131343     86.57         1   1.090000e+02   1.835763e+00                                          
  141343     93.09         1   1.090000e+02   1.835763e+00                                          
  151343     99.42         1   1.090000e+02   1.835763e+00                                          
  161343    105.88         1   1.090000e+02   1.835763e+00                                          
  171343    112.45         1   1.090000e+02   1.835763e+00                                          
  181343    118.79         1   1.090000e+02   1.835763e+00                                          
  191343    125.21         1   1.090000e+02   1.835763e+00                                          
  201343    131.54         1   1.090000e+02   1.835763e+00                                          
  211343    138.08         1   1.090000e+02   1.835763e+00                                          
  221343    144.69         1   1.090000e+02   1.835763e+00                                          
  231343    151.34         1   1.090000e+02   1.835763e+00                                          
  241343    157.97         1   1.090000e+02   1.835763e+00                                          
  251343    164.55         1   1.090000e+02   1.835763e+00                                          
  261343    171.15         1   1.090000e+02   1.835763e+00                                          
  271343    177.93         1   1.090000e+02   1.835763e+00                                          
  281343    184.56         1   1.090000e+02   1.835763e+00                                          
  291343    191.15         1   1.090000e+02   1.835763e+00                                          
  301343    197.75         1   1.090000e+02   1.835763e+00                                          
  311343    204.35         1   1.090000e+02   1.835763e+00                                          
  321343    210.85         1   1.090000e+02   1.835763e+00                                          
  331343    217.31         1   1.090000e+02   1.835763e+00                                          
  341343    223.83         1   1.090000e+02   1.835763e+00                                          
  351343    230.38         1   1.090000e+02   1.835763e+00                                          
  361343    236.36         1   1.090000e+02   1.835763e+00                                          
  366822    239.35         2   1.070000e+02   9.345707e-04                                          
  376822    246.95         2   1.070000e+02   9.345707e-04                                          
  386822    252.72         2   1.070000e+02   9.345707e-04                                          
  396822    258.46         2   1.070000e+02   9.345707e-04                                          
  406822    264.15         2   1.070000e+02   9.345707e-04                                          
  416822    269.69         2   1.070000e+02   9.345707e-04                                          
  426822    275.23         2   1.070000e+02   9.345707e-04                                          
  436822    281.02         2   1.070000e+02   9.345707e-04                                          
  446822    286.82         2   1.070000e+02   9.345707e-04                                          
  456822    292.59         2   1.070000e+02   9.345707e-04                                          
  466822    298.37         2   1.070000e+02   9.345707e-04                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 107, [k, d, n] = [6, 53, 107], x = [ 1 2 1 2 2 2 2 2 2 2 1 1 2 1 0 2 2 2 1 2 2 2 2 2 2 1 2 1 1 2 2 1 2 2 2 1 2 1 2 2 1 2 2 2 2 2 2 2 2 2 2 1 1 2 2 2 2 1 2 1 2 2 2]


LP:                Optimal objective value is 106.312500.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
    3588      2.53         1   1.080000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 108, [k, d, n] = [6, 54, 108], x = [ 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 0 1 2 2 2 2 2 2 1 2 0 2 1 0 2 2 2 2 2 2 1 2 2 1 1 2 1 2 2 2 2 1 2 2 2 1 2 2 2 2 1 2 2 2 2 2 1 2]


LP:                Optimal objective value is 108.281250.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
    4916      3.45         1   1.100000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 110, [k, d, n] = [6, 55, 110], x = [ 2.000000e+00 2 2 1 2.000000e+00 1.000000e+00 1 2 1 1.000000e+00 2 2.000000e+00 2 1.000000e+00 2 2 1 1 2.000000e+00 1 2.000000e+00 2.000000e+00 1.000000e+00 2 2 2 2 2 2 2.000000e+00 2 2 2 2.000000e+00 2 2.000000e+00 2 1 2 2 2 1 2 2.000000e+00 2 2.000000e+00 1 2.000000e+00 2 2 2 2 2 2 2 2 1 2 1 1 2 2 2]


LP:                Optimal objective value is 110.250000.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
      45      0.05         1   1.110000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
