LP:                Optimal objective value is 1.968750.                                             

Branch and Bound:

   nodes     total   num int        integer       relative                                          
 1090182    246.90         2   1.400000e+01   7.149489e+00                                          
 1100182    248.62         2   1.400000e+01   7.149489e+00                                          
 1110182    250.27         2   1.400000e+01   7.149489e+00                                          
 1120182    251.82         2   1.400000e+01   7.149489e+00                                          
 1130182    254.06         2   1.400000e+01   7.149489e+00                                          
 1140182    255.89         2   1.400000e+01   7.149489e+00                                          
 1150182    257.68         2   1.400000e+01   7.149489e+00                                          
 1160182    259.57         2   1.400000e+01   7.149489e+00                                          
 1170182    261.53         2   1.400000e+01   7.149489e+00                                          
 1180182    263.41         2   1.400000e+01   7.149489e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
 1190182    265.47         2   1.400000e+01   7.149489e+00                                          
 1200182    267.45         2   1.400000e+01   7.149489e+00                                          
 1210182    269.41         2   1.400000e+01   7.149489e+00                                          
 1220182    271.83         2   1.400000e+01   7.149489e+00                                          
 1230182    273.75         2   1.400000e+01   7.149489e+00                                          
 1240182    275.70         2   1.400000e+01   7.149489e+00                                          
 1250182    277.59         2   1.400000e+01   7.149489e+00                                          
 1260182    279.51         2   1.400000e+01   7.149489e+00                                          
 1270182    281.39         2   1.400000e+01   7.149489e+00                                          
 1280182    283.26         2   1.400000e+01   7.149489e+00                                          
 1290182    285.12         2   1.400000e+01   7.149489e+00                                          
 1300182    286.96         2   1.400000e+01   7.149489e+00                                          
 1310182    288.77         2   1.400000e+01   7.149489e+00                                          
 1320182    290.63         2   1.400000e+01   7.149489e+00                                          
 1330182    292.42         2   1.400000e+01   7.149489e+00                                          
 1340182    294.23         2   1.400000e+01   7.149489e+00                                          
 1350182    296.00         2   1.400000e+01   7.149489e+00                                          
 1360182    297.77         2   1.400000e+01   7.149489e+00                                          
 1370182    299.49         2   1.400000e+01   7.149489e+00                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 13, [k, d, n] = [6, 5, 14], x = [ 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1]


LP:                Optimal objective value is 11.812500.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
      44      0.06         1   1.500000e+01   6.672888e+00                                          
   10044      3.53         1   1.500000e+01   6.666222e-03                                          
   20044      6.72         1   1.500000e+01   6.666222e-03                                          
   30044      9.88         1   1.500000e+01   6.666222e-03                                          
   40044     13.18         1   1.500000e+01   6.666222e-03                                          
   50044     16.05         1   1.500000e+01   6.666222e-03                                          
   60044     18.92         1   1.500000e+01   6.666222e-03                                          
   70044     21.75         1   1.500000e+01   6.666222e-03                                          
   80044     24.48         1   1.500000e+01   6.666222e-03                                          
   90044     27.50         1   1.500000e+01   6.666222e-03                                          
  100044     30.12         1   1.500000e+01   6.666222e-03                                          
  110044     32.76         1   1.500000e+01   6.666222e-03                                          
  120044     35.38         1   1.500000e+01   6.666222e-03                                          
  130044     37.96         1   1.500000e+01   6.666222e-03                                          
  140044     40.51         1   1.500000e+01   6.666222e-03                                          
  150044     43.03         1   1.500000e+01   6.666222e-03                                          
  160044     45.51         1   1.500000e+01   6.666222e-03                                          
  170044     48.14         1   1.500000e+01   6.666222e-03                                          
  180044     50.87         1   1.500000e+01   6.666222e-03                                          
  190044     53.57         1   1.500000e+01   6.666222e-03                                          
  200044     56.30         1   1.500000e+01   6.666222e-03                                          
  210044     58.95         1   1.500000e+01   6.666222e-03                                          
  220044     61.67         1   1.500000e+01   6.666222e-03                                          
  230044     64.33         1   1.500000e+01   6.666222e-03                                          
  240044     66.97         1   1.500000e+01   6.666222e-03                                          
  250044     69.64         1   1.500000e+01   6.666222e-03                                          
  260044     72.24         1   1.500000e+01   6.666222e-03                                          
  270044     74.90         1   1.500000e+01   6.666222e-03                                          
  280044     77.50         1   1.500000e+01   6.666222e-03                                          
  290044     80.07         1   1.500000e+01   6.666222e-03                                          
  300044     82.65         1   1.500000e+01   6.666222e-03                                          
  310044     85.15         1   1.500000e+01   6.666222e-03                                          
  320044     87.66         1   1.500000e+01   6.666222e-03                                          
  330044     90.45         1   1.500000e+01   6.666222e-03                                          
  340044     93.32         1   1.500000e+01   6.666222e-03                                          
  350044     96.17         1   1.500000e+01   6.666222e-03                                          
  360044     99.08         1   1.500000e+01   6.666222e-03                                          
  370044    102.23         1   1.500000e+01   6.666222e-03                                          
  380044    104.96         1   1.500000e+01   6.666222e-03                                          
  390044    107.62         1   1.500000e+01   6.666222e-03                                          
  400044    110.28         1   1.500000e+01   6.666222e-03                                          
  410044    112.90         1   1.500000e+01   6.666222e-03                                          
  420044    115.52         1   1.500000e+01   6.666222e-03                                          
  430044    118.09         1   1.500000e+01   6.666222e-03                                          
  440044    120.68         1   1.500000e+01   6.666222e-03                                          
  450044    123.21         1   1.500000e+01   6.666222e-03                                          
  460044    125.71         1   1.500000e+01   6.666222e-03                                          
  470044    128.31         1   1.500000e+01   6.666222e-03                                          
  480044    131.12         1   1.500000e+01   6.666222e-03                                          
  490044    133.83         1   1.500000e+01   6.666222e-03                                          
  500044    136.61         1   1.500000e+01   6.666222e-03                                          
  510044    139.31         1   1.500000e+01   6.666222e-03                                          
  520044    142.04         1   1.500000e+01   6.666222e-03                                          
  530044    144.77         1   1.500000e+01   6.666222e-03                                          
  540044    147.40         1   1.500000e+01   6.666222e-03                                          
  550044    150.15         1   1.500000e+01   6.666222e-03                                          
  560044    152.87         1   1.500000e+01   6.666222e-03                                          
  570044    155.55         1   1.500000e+01   6.666222e-03                                          
  580044    158.25         1   1.500000e+01   6.666222e-03                                          
  590044    160.91         1   1.500000e+01   6.666222e-03                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
  600044    163.61         1   1.500000e+01   6.666222e-03                                          
  610044    166.34         1   1.500000e+01   6.666222e-03                                          
  620044    168.98         1   1.500000e+01   6.666222e-03                                          
  630044    171.60         1   1.500000e+01   6.666222e-03                                          
  640044    174.22         1   1.500000e+01   6.666222e-03                                          
  650044    176.78         1   1.500000e+01   6.666222e-03                                          
  660044    179.32         1   1.500000e+01   6.666222e-03                                          
  670044    181.83         1   1.500000e+01   6.666222e-03                                          
  680044    184.36         1   1.500000e+01   6.666222e-03                                          
  690044    187.12         1   1.500000e+01   6.666222e-03                                          
  700044    190.43         1   1.500000e+01   6.666222e-03                                          
  710044    193.49         1   1.500000e+01   6.666222e-03                                          
  720044    196.70         1   1.500000e+01   6.666222e-03                                          
  730044    199.56         1   1.500000e+01   6.666222e-03                                          
  740044    202.36         1   1.500000e+01   6.666222e-03                                          
  750044    205.12         1   1.500000e+01   6.666222e-03                                          
  760044    207.93         1   1.500000e+01   6.666222e-03                                          
  770044    210.68         1   1.500000e+01   6.666222e-03                                          
  780044    213.46         1   1.500000e+01   6.666222e-03                                          
  790044    216.53         1   1.500000e+01   6.666222e-03                                          
  800044    219.13         1   1.500000e+01   6.666222e-03                                          
  810044    221.72         1   1.500000e+01   6.666222e-03                                          
  820044    224.33         1   1.500000e+01   6.666222e-03                                          
  830044    226.85         1   1.500000e+01   6.666222e-03                                          
  840044    229.38         1   1.500000e+01   6.666222e-03                                          
  850044    231.86         1   1.500000e+01   6.666222e-03                                          
  860044    234.58         1   1.500000e+01   6.666222e-03                                          
  870044    237.23         1   1.500000e+01   6.666222e-03                                          
  880044    239.90         1   1.500000e+01   6.666222e-03                                          
  890044    242.53         1   1.500000e+01   6.666222e-03                                          
  900044    245.12         1   1.500000e+01   6.666222e-03                                          
  910044    247.67         1   1.500000e+01   6.666222e-03                                          
  920044    250.22         1   1.500000e+01   6.666222e-03                                          
  930044    252.77         1   1.500000e+01   6.666222e-03                                          
  940044    255.59         1   1.500000e+01   6.666222e-03                                          
  950044    258.43         1   1.500000e+01   6.666222e-03                                          
  960044    261.44         1   1.500000e+01   6.666222e-03                                          
  970044    264.30         1   1.500000e+01   6.666222e-03                                          
  980044    267.09         1   1.500000e+01   6.666222e-03                                          
  990044    270.08         1   1.500000e+01   6.666222e-03                                          
 1000044    272.69         1   1.500000e+01   6.666222e-03                                          
 1010044    275.32         1   1.500000e+01   6.666222e-03                                          
 1020044    277.91         1   1.500000e+01   6.666222e-03                                          
 1030044    280.49         1   1.500000e+01   6.666222e-03                                          
 1040044    283.02         1   1.500000e+01   6.666222e-03                                          
 1050044    285.51         1   1.500000e+01   6.666222e-03                                          
 1060044    288.18         1   1.500000e+01   6.666222e-03                                          
 1070044    290.94         1   1.500000e+01   6.666222e-03                                          
 1080044    293.64         1   1.500000e+01   6.666222e-03                                          
 1090044    296.34         1   1.500000e+01   6.666222e-03                                          
 1100044    299.01         1   1.500000e+01   6.666222e-03                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 14, [k, d, n] = [6, 6, 15], x = [ 0 1.000000e+00 1 0 0 0 0 0 1.000000e+00 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1.000000e+00 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1.000000e+00 0 1 0 0 0 0 0 0 0 0 1]


LP:                Optimal objective value is 13.781250.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
      84      0.06         1   1.800000e+01   1.111605e+01                                          
     107      0.08         2   1.700000e+01   5.887889e+00                                          
   10107      3.84         2   1.700000e+01   5.882007e-03                                          
   20107      7.43         2   1.700000e+01   5.882007e-03                                          
   30107     10.92         2   1.700000e+01   5.882007e-03                                          
   40107     14.76         2   1.700000e+01   5.882007e-03                                          
   50107     18.02         2   1.700000e+01   5.882007e-03                                          
   60107     21.36         2   1.700000e+01   5.882007e-03                                          
   70107     24.82         2   1.700000e+01   5.882007e-03                                          
   80107     27.99         2   1.700000e+01   5.882007e-03                                          
   90107     31.06         2   1.700000e+01   5.882007e-03                                          
  100107     34.21         2   1.700000e+01   5.882007e-03                                          
  110107     37.22         2   1.700000e+01   5.882007e-03                                          
  120107     40.26         2   1.700000e+01   5.882007e-03                                          
  130107     43.31         2   1.700000e+01   5.882007e-03                                          
  140107     46.29         2   1.700000e+01   5.882007e-03                                          
  150107     49.26         2   1.700000e+01   5.882007e-03                                          
  160107     52.15         2   1.700000e+01   5.882007e-03                                          
  170107     54.99         2   1.700000e+01   5.882007e-03                                          
  180107     58.10         2   1.700000e+01   5.882007e-03                                          
  190107     61.23         2   1.700000e+01   5.882007e-03                                          
  200107     64.30         2   1.700000e+01   5.882007e-03                                          
  210107     67.38         2   1.700000e+01   5.882007e-03                                          
  220107     70.45         2   1.700000e+01   5.882007e-03                                          
  230107     73.52         2   1.700000e+01   5.882007e-03                                          
  240107     76.57         2   1.700000e+01   5.882007e-03                                          
  250107     79.73         2   1.700000e+01   5.882007e-03                                          
  260107     82.79         2   1.700000e+01   5.882007e-03                                          
  270107     85.82         2   1.700000e+01   5.882007e-03                                          
  280107     88.84         2   1.700000e+01   5.882007e-03                                          
  290107     91.84         2   1.700000e+01   5.882007e-03                                          
  300107     94.85         2   1.700000e+01   5.882007e-03                                          
  310107     97.81         2   1.700000e+01   5.882007e-03                                          
  320107    100.78         2   1.700000e+01   5.882007e-03                                          
  330107    103.69         2   1.700000e+01   5.882007e-03                                          
  340107    106.53         2   1.700000e+01   5.882007e-03                                          
  350107    109.71         2   1.700000e+01   5.882007e-03                                          
  360107    113.16         2   1.700000e+01   5.882007e-03                                          
  370107    116.49         2   1.700000e+01   5.882007e-03                                          
  380107    119.95         2   1.700000e+01   5.882007e-03                                          
  390107    123.08         2   1.700000e+01   5.882007e-03                                          
  400107    126.22         2   1.700000e+01   5.882007e-03                                          
  410107    129.36         2   1.700000e+01   5.882007e-03                                          
  420107    132.49         2   1.700000e+01   5.882007e-03                                          
  430107    135.58         2   1.700000e+01   5.882007e-03                                          
  440107    138.68         2   1.700000e+01   5.882007e-03                                          
  450107    141.82         2   1.700000e+01   5.882007e-03                                          
  460107    144.92         2   1.700000e+01   5.882007e-03                                          
  470107    148.01         2   1.700000e+01   5.882007e-03                                          
  480107    151.07         2   1.700000e+01   5.882007e-03                                          
  490107    154.13         2   1.700000e+01   5.882007e-03                                          
  500107    157.20         2   1.700000e+01   5.882007e-03                                          
  510107    160.21         2   1.700000e+01   5.882007e-03                                          
  520107    163.21         2   1.700000e+01   5.882007e-03                                          
  530107    166.20         2   1.700000e+01   5.882007e-03                                          
  540107    169.15         2   1.700000e+01   5.882007e-03                                          
  550107    172.01         2   1.700000e+01   5.882007e-03                                          
  560107    175.00         2   1.700000e+01   5.882007e-03                                          
  570107    178.34         2   1.700000e+01   5.882007e-03                                          
  580107    181.55         2   1.700000e+01   5.882007e-03                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
  590107    184.81         2   1.700000e+01   5.882007e-03                                          
  600107    188.28         2   1.700000e+01   5.882007e-03                                          
  610107    191.37         2   1.700000e+01   5.882007e-03                                          
  620107    194.42         2   1.700000e+01   5.882007e-03                                          
  630107    197.45         2   1.700000e+01   5.882007e-03                                          
  640107    200.44         2   1.700000e+01   5.882007e-03                                          
  650107    203.43         2   1.700000e+01   5.882007e-03                                          
  660107    206.36         2   1.700000e+01   5.882007e-03                                          
  670107    209.24         2   1.700000e+01   5.882007e-03                                          
  680107    212.08         2   1.700000e+01   5.882007e-03                                          
  690107    215.17         2   1.700000e+01   5.882007e-03                                          
  700107    218.32         2   1.700000e+01   5.882007e-03                                          
  710107    221.41         2   1.700000e+01   5.882007e-03                                          
  720107    224.55         2   1.700000e+01   5.882007e-03                                          
  730107    227.60         2   1.700000e+01   5.882007e-03                                          
  740107    230.68         2   1.700000e+01   5.882007e-03                                          
  750107    233.70         2   1.700000e+01   5.882007e-03                                          
  760107    236.73         2   1.700000e+01   5.882007e-03                                          
  770107    239.74         2   1.700000e+01   5.882007e-03                                          
  780107    242.72         2   1.700000e+01   5.882007e-03                                          
  790107    245.67         2   1.700000e+01   5.882007e-03                                          
  800107    248.60         2   1.700000e+01   5.882007e-03                                          
  810107    251.47         2   1.700000e+01   5.882007e-03                                          
  820107    254.36         2   1.700000e+01   5.882007e-03                                          
  830107    257.34         2   1.700000e+01   5.882007e-03                                          
  840107    260.86         2   1.700000e+01   5.882007e-03                                          
  850107    264.15         2   1.700000e+01   5.882007e-03                                          
  860107    267.74         2   1.700000e+01   5.882007e-03                                          
  870107    270.90         2   1.700000e+01   5.882007e-03                                          
  880107    274.08         2   1.700000e+01   5.882007e-03                                          
  890107    277.18         2   1.700000e+01   5.882007e-03                                          
  900107    280.32         2   1.700000e+01   5.882007e-03                                          
  910107    283.42         2   1.700000e+01   5.882007e-03                                          
  920107    286.56         2   1.700000e+01   5.882007e-03                                          
  930107    289.66         2   1.700000e+01   5.882007e-03                                          
  940107    292.75         2   1.700000e+01   5.882007e-03                                          
  950107    295.84         2   1.700000e+01   5.882007e-03                                          
  960107    298.91         2   1.700000e+01   5.882007e-03                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 16, [k, d, n] = [6, 7, 17], x = [ 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0]


LP:                Optimal objective value is 15.750000.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
      32      0.05         1   1.800000e+01   5.555247e-03                                          
    6370      3.31         1   1.800000e+01   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 17, [k, d, n] = [6, 8, 18], x = [ 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 1 1 0 1 0 0]


LP:                Optimal objective value is 17.718750.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
     316      0.20         1   2.400000e+01   1.667014e+01                                          
    6004      2.93         2   2.300000e+01   1.304726e+01                                          
   16004      8.14         2   2.300000e+01   8.699622e+00                                          
   26004     13.39         2   2.300000e+01   8.699622e+00                                          
   36004     18.49         2   2.300000e+01   8.699622e+00                                          
   46004     23.56         2   2.300000e+01   8.699622e+00                                          
   56004     28.50         2   2.300000e+01   8.699622e+00                                          
   66004     33.43         2   2.300000e+01   8.699622e+00                                          
   76004     38.72         2   2.300000e+01   8.699622e+00                                          
   86004     43.82         2   2.300000e+01   8.699622e+00                                          
   96004     48.77         2   2.300000e+01   8.699622e+00                                          
  106004     53.68         2   2.300000e+01   8.699622e+00                                          
  116004     58.64         2   2.300000e+01   8.699622e+00                                          
  126004     63.57         2   2.300000e+01   8.699622e+00                                          
  136004     68.87         2   2.300000e+01   8.699622e+00                                          
  146004     73.91         2   2.300000e+01   8.699622e+00                                          
  156004     79.06         2   2.300000e+01   8.699622e+00                                          
  166004     84.38         2   2.300000e+01   8.699622e+00                                          
  176004     89.51         2   2.300000e+01   8.699622e+00                                          
  186004     94.88         2   2.300000e+01   8.699622e+00                                          
  196004    100.18         2   2.300000e+01   8.699622e+00                                          
  206004    105.46         2   2.300000e+01   8.699622e+00                                          
  216004    110.73         2   2.300000e+01   8.699622e+00                                          
  226004    116.02         2   2.300000e+01   8.699622e+00                                          
  236004    121.43         2   2.300000e+01   8.699622e+00                                          
  246004    126.56         2   2.300000e+01   8.699622e+00                                          
  256004    131.68         2   2.300000e+01   8.699622e+00                                          
  266004    136.28         2   2.300000e+01   8.699622e+00                                          
  276004    139.81         2   2.300000e+01   8.699622e+00                                          
  286004    143.71         2   2.300000e+01   8.699622e+00                                          
  296004    147.58         2   2.300000e+01   8.699622e+00                                          
  306004    151.37         2   2.300000e+01   8.699622e+00                                          
  316004    155.17         2   2.300000e+01   8.699622e+00                                          
  326004    159.00         2   2.300000e+01   8.699622e+00                                          
  336004    162.49         2   2.300000e+01   8.699622e+00                                          
  346004    166.16         2   2.300000e+01   8.699622e+00                                          
  356004    169.42         2   2.300000e+01   8.699622e+00                                          
  366004    172.66         2   2.300000e+01   8.699622e+00                                          
  376004    175.92         2   2.300000e+01   8.699622e+00                                          
  386004    179.07         2   2.300000e+01   8.699622e+00                                          
  396004    182.15         2   2.300000e+01   8.699622e+00                                          
  406004    185.16         2   2.300000e+01   8.699622e+00                                          
  416004    188.15         2   2.300000e+01   8.699622e+00                                          
  426004    191.05         2   2.300000e+01   8.699622e+00                                          
  436004    193.94         2   2.300000e+01   8.699622e+00                                          
  446004    196.76         2   2.300000e+01   8.699622e+00                                          
  456004    199.54         2   2.300000e+01   8.699622e+00                                          
  466004    202.35         2   2.300000e+01   8.699622e+00                                          
  476004    205.05         2   2.300000e+01   8.699622e+00                                          
  486004    207.87         2   2.300000e+01   8.699622e+00                                          
  496004    210.49         2   2.300000e+01   8.699622e+00                                          
  506004    213.52         2   2.300000e+01   8.699622e+00                                          
  516004    216.20         2   2.300000e+01   8.699622e+00                                          
  526004    218.99         2   2.300000e+01   8.699622e+00                                          
  536004    221.66         2   2.300000e+01   8.699622e+00                                          
  546004    224.34         2   2.300000e+01   8.699622e+00                                          
  556004    227.00         2   2.300000e+01   8.699622e+00                                          
  566004    229.54         2   2.300000e+01   8.699622e+00                                          
  576004    232.05         2   2.300000e+01   8.699622e+00                                          
  586004    234.45         2   2.300000e+01   8.699622e+00                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
  596004    237.04         2   2.300000e+01   8.699622e+00                                          
  599371    237.73         3   2.200000e+01   4.549793e+00                                          
  609371    245.98         3   2.200000e+01   4.549793e+00                                          
  619371    251.74         3   2.200000e+01   4.549793e+00                                          
  629371    257.60         3   2.200000e+01   4.549793e+00                                          
  639371    262.97         3   2.200000e+01   4.549793e+00                                          
  649371    268.32         3   2.200000e+01   4.549793e+00                                          
  659371    273.81         3   2.200000e+01   4.549793e+00                                          
  669371    279.32         3   2.200000e+01   4.549793e+00                                          
  679371    284.79         3   2.200000e+01   4.549793e+00                                          
  689371    290.19         3   2.200000e+01   4.549793e+00                                          
  699371    295.54         3   2.200000e+01   4.549793e+00                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 21, [k, d, n] = [6, 9, 22], x = [ 1 0 0 1 1 1 0 1 1 1 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0]


LP:                Optimal objective value is 19.687500.                                            

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
     139      0.11         1   2.300000e+01   4.351985e+00                                          
   10139      5.88         1   2.300000e+01   4.351985e+00                                          
   20139     11.54         1   2.300000e+01   4.351985e+00                                          
   30139     16.36         1   2.300000e+01   4.347637e-03                                          
   40139     21.23         1   2.300000e+01   4.347637e-03                                          
   50139     26.00         1   2.300000e+01   4.347637e-03                                          
   60139     30.36         1   2.300000e+01   4.347637e-03                                          
   70139     35.07         1   2.300000e+01   4.347637e-03                                          
   80139     39.42         1   2.300000e+01   4.347637e-03                                          
   90139     43.68         1   2.300000e+01   4.347637e-03                                          
  100139     48.06         1   2.300000e+01   4.347637e-03                                          
  110139     52.18         1   2.300000e+01   4.347637e-03                                          
  120139     56.07         1   2.300000e+01   4.347637e-03                                          
  130139     59.95         1   2.300000e+01   4.347637e-03                                          
  140139     63.63         1   2.300000e+01   4.347637e-03                                          
  150139     67.60         1   2.300000e+01   4.347637e-03                                          
  160139     71.04         1   2.300000e+01   4.347637e-03                                          
  170139     74.36         1   2.300000e+01   4.347637e-03                                          
  180139     77.75         1   2.300000e+01   4.347637e-03                                          
  190139     80.89         1   2.300000e+01   4.347637e-03                                          
  200139     83.94         1   2.300000e+01   4.347637e-03                                          
  210139     86.94         1   2.300000e+01   4.347637e-03                                          
  220139     90.82         1   2.300000e+01   4.347637e-03                                          
  230139     94.86         1   2.300000e+01   4.347637e-03                                          
  240139     98.75         1   2.300000e+01   4.347637e-03                                          
  250139    103.04         1   2.300000e+01   4.347637e-03                                          
  260139    106.83         1   2.300000e+01   4.347637e-03                                          
  270139    110.34         1   2.300000e+01   4.347637e-03                                          
  280139    113.88         1   2.300000e+01   4.347637e-03                                          
  290139    117.33         1   2.300000e+01   4.347637e-03                                          
  300139    120.74         1   2.300000e+01   4.347637e-03                                          
  310139    124.18         1   2.300000e+01   4.347637e-03                                          
  320139    127.58         1   2.300000e+01   4.347637e-03                                          
  330139    130.93         1   2.300000e+01   4.347637e-03                                          
  340139    134.32         1   2.300000e+01   4.347637e-03                                          
  350139    137.59         1   2.300000e+01   4.347637e-03                                          
  360139    140.91         1   2.300000e+01   4.347637e-03                                          
  370139    144.13         1   2.300000e+01   4.347637e-03                                          
  380139    147.39         1   2.300000e+01   4.347637e-03                                          
  390139    150.54         1   2.300000e+01   4.347637e-03                                          
  400139    153.60         1   2.300000e+01   4.347637e-03                                          
  410139    156.62         1   2.300000e+01   4.347637e-03                                          
  420139    159.56         1   2.300000e+01   4.347637e-03                                          
  430139    163.24         1   2.300000e+01   4.347637e-03                                          
  440139    166.79         1   2.300000e+01   4.347637e-03                                          
  450139    170.29         1   2.300000e+01   4.347637e-03                                          
  460139    173.71         1   2.300000e+01   4.347637e-03                                          
  470139    177.17         1   2.300000e+01   4.347637e-03                                          
  480139    180.54         1   2.300000e+01   4.347637e-03                                          
  490139    183.94         1   2.300000e+01   4.347637e-03                                          
  500139    187.26         1   2.300000e+01   4.347637e-03                                          
  510139    190.62         1   2.300000e+01   4.347637e-03                                          
  520139    193.83         1   2.300000e+01   4.347637e-03                                          
  530139    197.11         1   2.300000e+01   4.347637e-03                                          
  540139    200.26         1   2.300000e+01   4.347637e-03                                          
  550139    203.41         1   2.300000e+01   4.347637e-03                                          
  560139    206.50         1   2.300000e+01   4.347637e-03                                          
  570139    209.57         1   2.300000e+01   4.347637e-03                                          
  580139    212.47         1   2.300000e+01   4.347637e-03                                          
  590139    215.89         1   2.300000e+01   4.347637e-03                                          
   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
  600139    219.65         1   2.300000e+01   4.347637e-03                                          
  610139    223.30         1   2.300000e+01   4.347637e-03                                          
  620139    227.01         1   2.300000e+01   4.347637e-03                                          
  630139    230.52         1   2.300000e+01   4.347637e-03                                          
  640139    234.39         1   2.300000e+01   4.347637e-03                                          
  650139    237.70         1   2.300000e+01   4.347637e-03                                          
  660139    241.11         1   2.300000e+01   4.347637e-03                                          
  670139    244.31         1   2.300000e+01   4.347637e-03                                          
  680139    247.56         1   2.300000e+01   4.347637e-03                                          
  690139    250.72         1   2.300000e+01   4.347637e-03                                          
  700139    253.80         1   2.300000e+01   4.347637e-03                                          
  710139    256.85         1   2.300000e+01   4.347637e-03                                          
  720139    259.79         1   2.300000e+01   4.347637e-03                                          
  730139    263.03         1   2.300000e+01   4.347637e-03                                          
  740139    266.54         1   2.300000e+01   4.347637e-03                                          
  750139    269.99         1   2.300000e+01   4.347637e-03                                          
  760139    273.41         1   2.300000e+01   4.347637e-03                                          
  770139    276.90         1   2.300000e+01   4.347637e-03                                          
  780139    280.32         1   2.300000e+01   4.347637e-03                                          
  790139    283.62         1   2.300000e+01   4.347637e-03                                          
  800139    286.96         1   2.300000e+01   4.347637e-03                                          
  810139    290.24         1   2.300000e+01   4.347637e-03                                          
  820139    293.50         1   2.300000e+01   4.347637e-03                                          
  830139    296.66         1   2.300000e+01   4.347637e-03                                          
  840139    299.80         1   2.300000e+01   4.347637e-03                                          

Solver stopped prematurely. Integer feasible point found.
